source_path,repository_path,sha256,bytes,category,evidence_class,version,note
TFM/Entrega_final/Informe_auditoria_TFM_San_Andres_v2.md,deliverables/v2/Informe_auditoria_TFM_San_Andres_v2.md,ddf42e95dc48d0b4a469afa471eaa1b5ead8685a98df438620c45ea72e69e14a,12273,academic-deliverable,document,v2,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
TFM/Entrega_final/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V2.docx,deliverables/v2/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V2.docx,bee726bf2481d6fa47189705f2271ef4cd021522b33b091177e16203fdf0509c,675364,academic-deliverable,document,v2,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
TFM/Entrega_final/Informe_auditoria_TFM_San_Andres_v3.md,deliverables/v3/Informe_auditoria_TFM_San_Andres_v3.md,f56eb8775ae18edd01c1276bfdd37804104697f0f731a5a0d9308712cafdfbb9,11564,academic-deliverable,document,v3,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
TFM/Entrega_final/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V3.docx,deliverables/v3/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V3.docx,0a3c30d07306897bda86d708d252a9cbbc1bc8895663248834a193b940b8ab95,896781,academic-deliverable,document,v3,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
TFM/Entrega_final/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V3.pdf,deliverables/v3/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V3.pdf,96884ea9d99c781d623a6090937e73432a6a7ad78b6aee5c3f6492bb60812230,1148562,academic-deliverable,document,v3,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
TFM/Entrega_final/Informe_auditoria_TFM_San_Andres_v4.md,deliverables/v4/Informe_auditoria_TFM_San_Andres_v4.md,9ce500622ecc46423d52515fb1570275ba892d0dedd108504278b41ff9ee6dab,11998,academic-deliverable,document,v4,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
TFM/Entrega_final/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V4.docx,deliverables/v4/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V4.docx,11c7843d51824fdf5084cf2b432b028836c61be95d1ec045d1e2d507a13ef43e,896817,academic-deliverable,document,v4,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
TFM/Entrega_final/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V4.pdf,deliverables/v4/TFM_San_Andres_APA_VIU_Diomar_Andres_Pacheco_D_FINAL_V4.pdf,5978e1bd8beb3175b35eb11d025dae4e5a618a7ecd41f1ace335f4a1d2abd4ef,1134348,academic-deliverable,document,v4,Versión académica y auditoría canónica; no sustituye la aprobación institucional.
"TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/Base A — GMD 0,9144 m.PWB","models/powerworld/v2/GMD_0p9144m/Base A — GMD 0,9144 m.PWB",70540e14498e47664fa151a01f291fc8787914ab41cf6aab1cb9e569509c97ba,40926,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/SA_AC_v2_GMD_0p9144m_MANUAL_WORKING.PWB,models/powerworld/v2/GMD_0p9144m/SA_AC_v2_GMD_0p9144m_MANUAL_WORKING.PWB,50cdd05829908202c5e91aaa96a0dedb8e7584f5866340c7daf24eb929992271,42327,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/SA_AC_v2_GMD_1p2192m_manual.PWB,models/powerworld/v2/GMD_0p9144m/SA_AC_v2_GMD_1p2192m_manual.PWB,cd92f5d7c42cc0b8015acdc05fd5c9522f7ef17ff1f2d0b5defbc8c4b0e1873d,44076,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/Simulacion1.pwd,models/powerworld/v2/GMD_0p9144m/Simulacion1.pwd,ee2fd6c463afa95750044d561d7b9814c2e90c67d5c5783c9f86838ee7d429c4,14340,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_buses_base.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_buses_base.aux,fdf8cca60759528e1705cc1c524e101796c53719e9ef4ab0dd8a37272eea295f,1019,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_buses_base.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_buses_base.csv,6e2de39d4a1ec237e61291dc3afdee8c6c3b44d4d1ba8caac90abc2044229b24,818,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_cargas_base.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_cargas_base.aux,22a71721fdff3fd6cd035ab2a3bd8aaab75cf5a6d655b1f653451a4f6ccc5ea1,355,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_cargas_base.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_cargas_base.csv,89e4985f99922b305b19f575ec4c3ee89dfeb8485ecc0be588e06c764de61db5,315,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_contingencias_base.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_contingencias_base.aux,34b2011a20e79973add81d7e28c81d96b45abb809d69cf1f76a31aef2bd0b68e,2594,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_contingencias_base.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_contingencias_base.csv,e062bf65f4e8f53d1446c8633bcf1a72164e721d7d3830dba57256f4d37c5736,994,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_contingency_Branch.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_contingency_Branch.aux,f98ece35dd8926cb362096712dc380e6dd652e9913a53258d37b12fe19cef95c,11448,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_contingency_Bus.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_contingency_Bus.aux,7014f681390d932bd3f26e0fff7d0fa9955fb19bc3868a1e79a35ede38f06f2b,7360,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_contingency_ViolationCTG.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_contingency_ViolationCTG.aux,932a43fc0b77720acc4e1e336b225519a46f1ca8da4fa0d0648027554efd9292,16557,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_contingency_options.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_contingency_options.aux,b497c9d813d77489f783a4a7e82034497daa810324588a4cc767177dda04b649,11421,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_generadores_base.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_generadores_base.aux,d60dd3e0c54377a664e2f950f62b8034e25394712b85ece83bae5c3e5a43bcb5,472,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_generadores_base.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_generadores_base.csv,282df1a020e67ec3981afbe750aa0060ea03e08a33599b045dd0f7953d9b2a9b,417,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_islas_base.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_islas_base.aux,158bfdcea0eb584e2171f12ad84cede6e94e410f6beb9382426b3634e6fda233,254,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_islas_base.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_islas_base.csv,d8bb44e638331217f5c89d5d71975268386e0d1df991b3aa7b4a6c7329de3e61,229,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_limit_branches_raw.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_limit_branches_raw.csv,b286a263d7ba145785666fc152d71d8b29b45828893acdddd26035f49e522e41,1261,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_limit_buses_raw.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_limit_buses_raw.csv,8620aefe6adf80afae61bc73099a191a71dae1f66e2899e474a6065e67881f2a,662,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_limit_monitoring.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_limit_monitoring.aux,b3fc38683037e22a1d63eb97ee6d212cc1c47491312c1f6db3e8afa9a9d8fbbd,2092,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_mismatches_base.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_mismatches_base.aux,7638c18c43d01f7f4452c36726b659c4e457f82aa7c3de31b4da3041284457c9,428,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_mismatches_base.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_mismatches_base.csv,a3fa2fcba0852567291d2baa766af05eecad2ee2dd6a01f5e9b695dd149e31c1,330,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_ramas_base.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_ramas_base.aux,6511b4ffb0f604b22b172c7573f11caef19ec59462c3729bbf9b1e32a4005b23,1394,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_ramas_base.csv,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_ramas_base.csv,fca6ef67709a9d34824e0720ffd277689d651811782214678ced6520b5dd6add,1260,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_0p9144m/manual_GMD_0p9144m_solution_options.aux,models/powerworld/v2/GMD_0p9144m/manual_GMD_0p9144m_solution_options.aux,6e39d365ad1e1ec00cf42e6684757a7d0a937e1c861c4059958671d12f55cd58,9429,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_1p2192m/SA_AC_v2_GMD_1p2192m_MANUAL_WORKING.PWB,models/powerworld/v2/GMD_1p2192m/SA_AC_v2_GMD_1p2192m_MANUAL_WORKING.PWB,17825139802d956f7385ee05584eab27e1bcd7e8fa9cea9bce45e7a0cc0abb16,42482,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_1p2192m/Simulacion1.pwd,models/powerworld/v2/GMD_1p2192m/Simulacion1.pwd,ee2fd6c463afa95750044d561d7b9814c2e90c67d5c5783c9f86838ee7d429c4,14340,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_1p2192m/manual_GMD_1p2192m_contingencias_base.aux,models/powerworld/v2/GMD_1p2192m/manual_GMD_1p2192m_contingencias_base.aux,34b2011a20e79973add81d7e28c81d96b45abb809d69cf1f76a31aef2bd0b68e,2594,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_1p2192m/manual_GMD_1p2192m_contingencias_base.csv,models/powerworld/v2/GMD_1p2192m/manual_GMD_1p2192m_contingencias_base.csv,e062bf65f4e8f53d1446c8633bcf1a72164e721d7d3830dba57256f4d37c5736,994,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/evidencias_manual/GMD_1p2192m/manual_GMD_1p2192m_contingency_options.aux,models/powerworld/v2/GMD_1p2192m/manual_GMD_1p2192m_contingency_options.aux,5543d0bbfad4a95e5dc3454cb5480e55a547f9d5d785caaba536837d5128a6d0,10997,powerworld-model-and-manual-evidence,model-or-observed-interface-export,v2,Archivos del modelo y exportaciones manuales de PowerWorld Simulator 24 Evaluation.
TFM/Entrega_final/reproducibilidad/v2/zotero_backup_antes_final.bib,references/v2/zotero_backup_antes_final.bib,148c76c7de0a5e6c5f9f459c08dc64fcf7cbfd11e881001b13b7c0fc072f69cf,12579,bibliography,reference-metadata,v2,Exportación bibliográfica de apoyo; validar contra las citas dinámicas del DOCX.
TFM/Entrega_final/reproducibilidad/v2/zotero_items_csl.json,references/v2/zotero_items_csl.json,b0d499245379676915d1e02e9d239f72f597520023adbfec594adc45b651939a,19065,bibliography,reference-metadata,v2,Exportación bibliográfica de apoyo; validar contra las citas dinámicas del DOCX.
TFM/Entrega_final/reproducibilidad/v3/fuentes_nuevas_apa_v3.json,references/v3/fuentes_nuevas_apa_v3.json,e9e77f5062c2f49284d2389f679fa534ba873e901df4fbb6f0933cda5c39458d,8753,bibliography,reference-metadata,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v3/fuentes_nuevas_v3.bib,references/v3/fuentes_nuevas_v3.bib,2b7be0045663aecb4398560101bdd7274d6c1a39d59415ef7b49e0cfbc567f50,5811,bibliography,reference-metadata,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v3/inventario_bibliografia_v3.csv,references/v3/inventario_bibliografia_v3.csv,9058ec1f0befa9f683e1feb0cb05ef1621fcfec458880d08470f7d88449af629,8716,bibliography,reference-metadata,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v3/inventario_citas_v3.csv,references/v3/inventario_citas_v3.csv,8b84e0ce34106b14b466e78d61cfdfd7b1648711048ae59fa0faa5cd6e964d12,3676,bibliography,reference-metadata,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v3/zotero_items_csl_v3.json,references/v3/zotero_items_csl_v3.json,d0ffe44255de1f6ad6d11a88a64c87b0c54ee3c744e90ecc7df74ad98889c2ca,30392,bibliography,reference-metadata,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v4/fuentes_nuevas_v4.bib,references/v4/fuentes_nuevas_v4.bib,2b7be0045663aecb4398560101bdd7274d6c1a39d59415ef7b49e0cfbc567f50,5811,bibliography,reference-metadata,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/inventario_bibliografia_v4.csv,references/v4/inventario_bibliografia_v4.csv,9058ec1f0befa9f683e1feb0cb05ef1621fcfec458880d08470f7d88449af629,8716,bibliography,reference-metadata,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/inventario_citas_v4.csv,references/v4/inventario_citas_v4.csv,8b84e0ce34106b14b466e78d61cfdfd7b1648711048ae59fa0faa5cd6e964d12,3676,bibliography,reference-metadata,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/zotero_items_csl_v4.json,references/v4/zotero_items_csl_v4.json,d0ffe44255de1f6ad6d11a88a64c87b0c54ee3c744e90ecc7df74ad98889c2ca,30392,bibliography,reference-metadata,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v2/matriz_afirmaciones_finales.csv,results/quality/v2/matriz_afirmaciones_finales.csv,61899a73c88eab7ca09826d6ae44c297b09894f6bf6636eed67770f38831b97a,16747,quality-and-traceability,derived-or-curated,v2,Matriz o resumen derivado de la campaña y de la edición V2.
TFM/Entrega_final/reproducibilidad/v2/registro_tablas_figuras_documento_v2.csv,results/quality/v2/registro_tablas_figuras_documento_v2.csv,b7af62cdf698dbd0ed95021f1ced12981d5c0ceb66316c81e3eded739e66018c,1157,quality-and-traceability,derived-or-curated,v2,Matriz o resumen derivado de la campaña y de la edición V2.
TFM/Entrega_final/reproducibilidad/v2/resultados_barras.csv,results/quality/v2/resultados_barras.csv,9d1dcaa4942cc8a255fe3631bd16d322230713b2ebb27a2bc1089d9cfabf748c,56,quality-and-traceability,derived-or-curated,v2,Matriz o resumen derivado de la campaña y de la edición V2.
TFM/Entrega_final/reproducibilidad/v2/resultados_ramas.csv,results/quality/v2/resultados_ramas.csv,252d17d325ca425d8619deaaaf487bbca5c4b745bcf30333f08c01ea260719f6,119,quality-and-traceability,derived-or-curated,v2,Matriz o resumen derivado de la campaña y de la edición V2.
TFM/Entrega_final/reproducibilidad/v2/resultados_runs.csv,results/quality/v2/resultados_runs.csv,0914a0c02bf05a64d8f86b79e3427b595782eff7970b1e0d6dca1568fb68d5cc,145,quality-and-traceability,derived-or-curated,v2,Matriz o resumen derivado de la campaña y de la edición V2.
TFM/Entrega_final/reproducibilidad/v2/trazabilidad_cierre.csv,results/quality/v2/trazabilidad_cierre.csv,aee93d1d2c8adf30034cccca298e72c96501e0c4314d419a5560274b431bb8f8,6970,quality-and-traceability,derived-or-curated,v2,Matriz o resumen derivado de la campaña y de la edición V2.
TFM/Entrega_final/reproducibilidad/v3/manifest_final_v3.json,results/quality/v3/manifest_final_v3.json,1127ff5bfb6ebb1ba9f4a9e2ff59fd9746a3e0f624fbdba7b01b2f27ee0b6ad7,2160,quality-and-traceability,derived-or-curated,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v3/matriz_afirmaciones_finales_v3.csv,results/quality/v3/matriz_afirmaciones_finales_v3.csv,aa7b89f29f362eacfe58f96149e652c66a62df88eec609f6f75a9d2bfd241ed8,33029,quality-and-traceability,derived-or-curated,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v3/registro_tablas_figuras_documento_v3.csv,results/quality/v3/registro_tablas_figuras_documento_v3.csv,cae37e05b4ab8e73981eb1546d66b9576e14c9286c805cee46e216656b8cd98b,1417,quality-and-traceability,derived-or-curated,v3,"Control editorial, trazabilidad o referencia correspondiente a V3."
TFM/Entrega_final/reproducibilidad/v4/acta_revision_visual_v4.csv,results/quality/v4/acta_revision_visual_v4.csv,8a4d607b8224c4d650380b3e73261f005a825c42d7ffae76345f340210288c18,13475,quality-and-traceability,derived-or-curated,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/control_atribucion_local_v4.json,results/quality/v4/control_atribucion_local_v4.json,1523f40ae21c69292afc21ecb813fcd58a9c02612fc8fe5fd08b56930a9a92d6,404,quality-and-traceability,derived-or-curated,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/controles_automaticos_v4.json,results/quality/v4/controles_automaticos_v4.json,6910b9239d7478dd2f47c4dd2225773c1257125031f7a73c50236761477fd30e,1107,quality-and-traceability,derived-or-curated,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/hashes_finales_v4.json,results/quality/v4/hashes_finales_v4.json,ee2eb883eaecabafaeb85f28e3b576765822aeb8b080cb7d51ea2d487dad7ad6,595,quality-and-traceability,derived-or-curated,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/manifest_final_v4.json,results/quality/v4/manifest_final_v4.json,478169aed0c4580c667880073e424c092dba01be30969c2f9e07f0512c117126,5612,quality-and-traceability,derived-or-curated,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
TFM/Entrega_final/reproducibilidad/v4/matriz_afirmaciones_finales_v4.csv,results/quality/v4/matriz_afirmaciones_finales_v4.csv,aa7b89f29f362eacfe58f96149e652c66a62df88eec609f6f75a9d2bfd241ed8,33029,quality-and-traceability,derived-or-curated,v4,"Control editorial, trazabilidad o referencia correspondiente a V4."
